Customer ID,Recency,Frequency,Monetary,Cluster,Cluster_Name,Marketing_Strategy
14854,26,4,1563.03,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14855,110,5,5874.65,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14857,78,5,2478.731,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14858,141,1,180.75,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14859,190,1,351.9,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14861,16,9,1254.94,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14865,8,3,77.52,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14866,2,8,6460.32,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14867,31,13,2241.78,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14868,16,4,1230.42,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14869,24,4,2078.54,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14870,49,5,1511.7,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14871,129,5,736.59,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14872,119,3,816.6,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14873,269,1,334.45,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14874,171,1,116.18,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14875,77,1,1397.08,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14876,157,2,256.7,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14877,54,2,437.0,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14878,12,16,2619.7,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14879,320,1,185.06,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14882,26,12,3038.4500000000003,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14884,305,1,120.6,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14885,63,2,832.8,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14890,254,2,691.6,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14891,52,2,552.35,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14892,326,1,202.35,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14893,253,1,571.76,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14894,79,2,837.0600000000001,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14895,19,18,13980.83,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14896,1,7,1623.65,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14897,45,4,1774.16,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14898,7,9,2204.29,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14899,31,1,1384.88,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14900,158,1,13.919999999999998,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14901,2,5,868.36,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14902,31,2,702.96,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14904,44,2,615.2,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14905,10,6,1355.24,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14906,81,1,68.44,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14907,3,10,2664.69,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14908,99,1,104.1,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14909,73,3,1404.68,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14911,1,205,152147.57,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14912,37,4,1021.4,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14913,24,4,2845.7000000000003,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14915,11,9,1503.77,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14916,67,4,1773.97,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14917,232,2,1123.75,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14918,40,7,4345.66,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14919,175,1,359.35,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14920,201,1,629.4,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14922,29,2,843.74,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14924,246,2,620.96,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14926,17,2,359.4,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14927,32,1,308.2,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14928,263,1,223.91000000000005,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14929,57,1,612.8100000000001,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14930,106,3,2873.77,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14932,1,2,666.13,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14933,79,4,1770.0,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14934,14,3,1612.56,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14935,255,1,1065.12,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14936,26,4,4273.79,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14938,198,2,2322.43,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14940,53,2,531.49,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14941,214,1,182.1,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14942,37,4,746.56,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14943,299,1,107.62,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14944,25,7,3884.42,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14945,49,1,179.4,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14947,24,4,758.97,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14949,105,4,515.0,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14952,32,21,9529.86,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14953,54,3,723.95,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14954,339,1,167.27,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14955,368,1,163.77,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14956,57,1,1325.0,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14957,280,1,274.8,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14958,231,3,458.26,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14961,15,13,9365.47,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14962,175,3,240.21000000000004,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14963,15,7,1676.68,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14966,23,5,924.52,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14967,77,5,1518.81,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14968,94,1,357.4,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14969,339,1,906.23,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14970,45,8,3327.29,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14972,17,1,30.300000000000004,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14975,57,1,192.45,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14977,361,1,31.93,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14978,66,5,1210.72,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14979,371,1,439.46,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14980,373,1,150.68,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14981,59,1,270.8,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14982,208,1,237.78,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14983,325,1,183.2,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14984,24,4,1058.14,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14986,12,2,566.9,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14987,1,7,1387.4499999999998,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14988,16,6,1732.06,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14989,297,1,342.4,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14990,248,2,305.42,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14991,66,1,314.67,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14992,78,1,210.5,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14993,199,1,36.13,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14994,18,5,960.63,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14996,117,2,442.29,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14997,291,1,230.4,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14998,64,2,340.86,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14999,228,1,129.48000000000002,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15001,30,2,230.86,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15002,3,6,3175.52,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
15003,109,6,1060.7,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15005,2,29,7789.63,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
15006,89,1,323.05,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15008,116,2,360.0,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15011,31,2,416.6,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15012,9,2,437.58,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15013,123,10,1641.3,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15015,137,13,2365.02,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
15016,29,4,460.26,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15018,3,1,111.25,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15020,15,1,203.42,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15021,2,4,869.01,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
15022,313,1,281.05,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15023,5,10,5367.92,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
15024,3,8,2414.18,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
15025,204,1,636.08,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15026,11,2,592.61,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15027,31,6,2129.45,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15028,4,3,530.58,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15029,255,1,365.1,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15030,16,6,1461.63,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15031,30,10,2488.44,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
15032,2,7,8821.55,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
15034,22,6,4004.79,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
15037,12,2,402.51,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15038,5,4,604.37,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15039,4,47,20116.99,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
15040,177,1,7.49,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15041,80,1,113.67,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15042,231,1,179.52,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15043,99,5,2336.8,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15044,15,18,8504.1,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
15046,61,10,2598.62,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
15048,4,1,98.7,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15050,57,2,2411.7000000000003,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15051,15,6,2543.55,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
15055,110,3,560.07,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15056,156,1,133.45,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15057,79,3,1766.46,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15058,12,5,1285.04,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15059,12,10,2185.85,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
15061,3,86,83284.38,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
15062,59,4,1597.76,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15064,46,4,1254.41,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15065,46,1,168.73,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15067,49,2,2133.12,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15068,54,2,623.49,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15070,8,3,737.0500000000001,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15071,22,2,473.49,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15072,115,1,187.52,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15073,36,5,1744.61,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15074,65,2,817.46,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15076,128,2,566.89,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15077,130,2,2428.08,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15078,4,23,8018.77,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
15079,1,8,2871.74,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
15080,63,2,546.25,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15081,3,8,1460.92,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
15082,304,1,93.35,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15084,15,2,965.2,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15085,365,1,347.54,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15086,200,2,218.53,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15091,310,2,565.9,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15092,98,1,318.65,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15093,8,18,9729.09,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
15094,99,2,83.0,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15095,56,6,1771.04,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15097,219,2,660.27,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15100,2,6,2018.7,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
15101,151,4,1160.41,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15102,166,2,554.67,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15105,66,2,795.98,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15107,8,4,620.85,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15109,215,2,498.15,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15110,39,2,509.75,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15111,8,3,1163.39,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15112,247,1,209.4,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15114,19,2,639.56,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15115,368,1,191.74,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15117,84,3,934.19,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15122,58,8,2863.69,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
15123,57,3,2456.86,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15124,112,2,266.63,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15125,115,9,5496.39,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
15126,172,2,449.49,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15127,155,1,304.97,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15128,66,1,312.68,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15129,21,12,3412.78,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
15131,30,1,80.28,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15133,18,2,824.48,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15134,17,2,208.3,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15135,192,1,166.63,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15137,156,2,823.4,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15138,29,1,502.52,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15140,78,1,889.44,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15141,93,7,1388.47,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15142,46,5,2121.18,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15143,68,1,304.18,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15144,15,12,5579.87,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
15149,212,4,1033.81,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15150,92,3,3686.61,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15151,59,2,2085.61,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15152,337,1,518.14,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15154,114,2,1091.99,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15155,19,1,383.97,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15157,205,2,718.04,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15158,37,1,204.62,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15159,31,4,3475.7200000000003,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15160,10,3,431.11,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15161,24,1,119.92,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15162,367,1,312.9,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15164,25,6,1225.87,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15165,9,1,487.75,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15166,103,1,167.16,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15167,43,4,1496.67,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15169,18,2,569.22,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15170,42,1,81.15,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15173,16,7,1494.6,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
15174,46,1,345.71,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15176,303,1,988.04,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15177,61,1,948.93,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15179,28,8,5284.97,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
15180,3,3,816.9300000000001,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15181,56,2,510.72,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15182,21,9,2376.102,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
15183,183,3,639.93,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15184,23,2,283.19,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15186,110,3,991.79,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15188,361,1,310.43,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15189,17,5,1298.99,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15190,70,1,834.4399999999999,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15191,99,3,588.05,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15192,1,3,937.07,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15194,4,14,4811.16,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
15196,68,2,316.25,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15197,30,3,797.9,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15198,44,3,377.71,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15199,10,6,1853.7,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
15200,130,1,549.0500000000001,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15201,75,2,606.4100000000001,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15202,56,3,6001.49,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15203,26,9,2572.38,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
15207,52,3,683.92,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15208,59,1,100.4,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15209,366,1,178.98000000000002,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15210,14,2,845.01,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15211,1,1,383.07,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15212,12,1,106.48,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15215,29,4,1687.49,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15216,254,1,389.49,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15217,199,1,426.24,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15218,25,11,5759.68,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
15219,284,1,379.7,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15221,2,4,2062.2,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
15222,108,10,2965.91,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
15223,245,3,662.2,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15224,148,3,549.28,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15227,32,4,1269.09,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15228,64,2,2193.56,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15229,222,1,160.5,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15231,257,1,250.26,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15233,37,1,59.400000000000006,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15235,5,6,690.3000000000001,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
15240,10,7,2753.41,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
15241,66,3,1293.72,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15242,58,1,302.04,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15243,71,1,610.6,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15244,302,1,280.51,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15245,38,5,2095.0,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
15246,191,1,266.25,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
15247,113,2,620.06,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
