Customer ID,Recency,Frequency,Monetary,R_score,F_score,M_score,Segment
14009,98,1,404.3,2,1,2,Hibernating
14010,201,2,445.15,1,2,2,Hibernating
14011,116,2,457.82,2,2,2,Hibernating
14013,16,2,611.55,4,2,3,Potential Loyalists
14014,12,2,1443.03,5,2,4,Potential Loyalists
14016,32,7,7062.2,4,5,5,Loyal Customers
14017,207,1,229.75,1,1,1,Hibernating
14018,281,1,367.15,1,1,2,Hibernating
14020,112,2,606.21,2,2,3,Hibernating
14021,10,4,1084.68,5,4,4,Champions
14022,122,1,352.15000000000003,2,1,2,Hibernating
14024,26,1,318.04,4,1,2,Promising
14025,100,8,4057.9,2,5,5,Can't Loose Them
14026,106,2,713.11,2,2,3,Hibernating
14028,186,3,10396.5,1,3,5,At Risk
14030,2,14,5902.2,5,5,5,Champions
14031,1,27,23712.31,5,5,5,Champions
14032,2,6,1874.68,5,4,4,Champions
14033,191,1,109.44,1,1,1,Hibernating
14035,42,4,1428.7,3,4,4,Loyal Customers
14037,114,4,689.75,2,4,3,At Risk
14038,33,2,1509.5,4,2,4,Potential Loyalists
14039,211,1,115.08,1,1,1,Hibernating
14040,22,23,9030.65,4,5,5,Loyal Customers
14042,361,1,431.98,1,1,2,Hibernating
14043,127,2,304.25,2,2,2,Hibernating
14044,54,6,2470.28,3,4,5,Loyal Customers
14045,9,13,9653.28,5,5,5,Champions
14047,8,10,2946.42,5,5,5,Champions
14048,18,2,338.76,4,2,2,Potential Loyalists
14049,23,9,7557.31,4,5,5,Loyal Customers
14051,2,15,6823.610000000001,5,5,5,Champions
14052,26,1,255.45,4,1,2,Promising
14053,33,2,312.05,4,2,2,Potential Loyalists
14055,213,2,795.3199999999999,1,2,3,Hibernating
14057,17,5,2190.88,4,4,5,Loyal Customers
14058,98,2,469.19,2,2,2,Hibernating
14060,2,13,3378.66,5,5,5,Champions
14061,143,3,917.43,2,3,3,At Risk
14062,10,12,15139.35,5,5,5,Champions
14063,74,9,22710.2,2,5,5,Can't Loose Them
14064,66,10,1978.68,3,5,4,Loyal Customers
14065,25,3,891.02,4,3,3,Potential Loyalists
14068,239,3,1262.52,1,3,4,At Risk
14069,150,2,230.06,2,2,1,Hibernating
14070,320,1,326.55,1,1,2,Hibernating
14072,302,1,390.85,1,1,2,Hibernating
14074,259,1,219.4,1,1,1,Hibernating
14075,39,3,792.61,3,3,3,Need Attention
14077,31,1,115.66,4,1,1,Promising
14078,9,4,643.26,5,4,3,Champions
14079,318,1,243.63,1,1,1,Hibernating
14080,49,4,1070.08,3,4,4,Loyal Customers
14081,5,9,4435.58,5,5,5,Champions
14082,28,1,231.11,4,1,1,Promising
14083,7,3,388.83,5,3,2,Potential Loyalists
14084,148,1,150.5,2,1,1,Hibernating
14085,4,16,5656.43,5,5,5,Champions
14086,98,1,39.95,2,1,1,Hibernating
14087,40,2,651.8,3,2,3,About to Sleep
14088,42,3,13544.99,3,3,5,Need Attention
14091,290,2,9530.08,1,2,5,Hibernating
14092,10,10,3152.54,5,5,5,Champions
14094,75,1,335.22,2,1,2,Hibernating
14095,358,1,2.95,1,1,1,Hibernating
14097,117,2,422.86,2,2,2,Hibernating
14099,11,9,2661.54,5,5,5,Champions
14101,24,7,3985.14,4,5,5,Loyal Customers
14104,25,3,555.37,4,3,3,Potential Loyalists
14105,44,4,4722.6,3,4,5,Loyal Customers
14106,373,1,214.8,1,1,1,Hibernating
14107,84,4,2174.07,2,4,5,At Risk
14108,367,2,447.05,1,2,2,Hibernating
14110,71,21,7304.8,3,5,5,Loyal Customers
14112,87,6,2919.44,2,4,5,At Risk
14113,11,12,5252.1900000000005,5,5,5,Champions
14114,31,5,977.56,4,4,3,Loyal Customers
14115,137,2,622.67,2,2,3,Hibernating
14118,64,1,458.45,3,1,2,About to Sleep
14119,11,2,183.37,5,2,1,Potential Loyalists
14122,42,3,362.42,3,3,2,Need Attention
14123,369,1,436.18,1,1,2,Hibernating
14126,80,1,466.33,2,1,2,Hibernating
14127,16,3,1190.37,4,3,4,Potential Loyalists
14128,187,1,286.71,1,1,2,Hibernating
14129,35,4,1467.48,4,4,4,Loyal Customers
14130,11,3,1398.81,5,3,4,Potential Loyalists
14131,284,1,187.87,1,1,1,Hibernating
14133,369,1,305.5,1,1,2,Hibernating
14134,18,15,11123.35,4,5,5,Loyal Customers
14135,3,11,4953.61,5,5,5,Champions
14136,36,5,1570.81,4,4,4,Loyal Customers
14137,331,1,332.7,1,1,2,Hibernating
14139,126,3,670.98,2,3,3,At Risk
14142,9,2,671.34,5,2,3,Potential Loyalists
14144,122,1,30.6,2,1,1,Hibernating
14145,95,3,3857.85,2,3,5,At Risk
14146,19,7,5259.3,4,5,5,Loyal Customers
14147,24,7,2106.8,4,5,4,Loyal Customers
14148,50,1,309.09000000000003,3,1,2,About to Sleep
14151,309,2,679.45,1,2,3,Hibernating
14152,23,5,1376.05,4,4,4,Loyal Customers
14153,119,1,233.4,2,1,1,Hibernating
14154,17,6,5115.08,4,4,5,Loyal Customers
14156,7,102,196566.74,5,5,5,Champions
14157,25,3,569.9,4,3,3,Potential Loyalists
14159,15,9,3245.0,5,5,5,Champions
14160,246,7,8421.47,1,5,5,Can't Loose Them
14161,5,5,2208.36,5,4,5,Champions
14163,98,1,148.71,2,1,1,Hibernating
14166,141,2,256.85,2,2,2,Hibernating
14167,100,4,721.65,2,4,3,At Risk
14168,56,2,370.45,3,2,2,About to Sleep
14169,66,2,624.4300000000001,3,2,3,About to Sleep
14170,11,3,597.33,5,3,3,Potential Loyalists
14171,366,1,135.0,1,1,1,Hibernating
14172,241,3,402.72,1,3,2,At Risk
14173,277,2,135.16,1,2,1,Hibernating
14175,54,5,4456.58,3,4,5,Loyal Customers
14176,3,2,339.11,5,2,2,Potential Loyalists
14177,17,9,1669.93,4,5,4,Loyal Customers
14180,8,9,1570.73,5,5,4,Champions
14181,46,2,310.55,3,2,2,About to Sleep
14182,79,4,678.77,2,4,3,At Risk
14183,47,2,286.29,3,2,2,About to Sleep
14186,63,5,1550.63,3,4,4,Loyal Customers
14187,109,1,123.5,2,1,1,Hibernating
14189,4,2,1160.31,5,2,4,Potential Loyalists
14190,302,1,79.9,1,1,1,Hibernating
14191,30,2,132.9,4,2,1,Potential Loyalists
14192,24,1,293.74,4,1,2,Promising
14193,32,1,356.8,4,1,2,Promising
14194,28,15,7321.070000000001,4,5,5,Loyal Customers
14195,75,4,1603.6,2,4,4,At Risk
14197,46,1,390.05,3,1,2,About to Sleep
14198,36,5,868.33,4,4,3,Loyal Customers
14199,59,3,906.3,3,3,3,Need Attention
14200,253,1,379.2,1,1,2,Hibernating
14201,45,3,446.1,3,3,2,Need Attention
14202,17,3,847.76,4,3,3,Potential Loyalists
14203,33,1,339.34,4,1,2,Promising
14204,58,3,901.93,3,3,3,Need Attention
14205,30,7,1947.5,4,5,4,Loyal Customers
14206,24,2,856.85,4,2,3,Potential Loyalists
14207,323,1,157.8,1,1,1,Hibernating
14208,187,1,415.31,1,1,2,Hibernating
14209,21,9,2919.84,4,5,5,Loyal Customers
14210,7,11,3955.68,5,5,5,Champions
14211,47,9,2161.19,3,5,5,Loyal Customers
14212,81,1,1119.66,2,1,4,Hibernating
14213,40,1,1192.2,3,1,4,About to Sleep
14215,4,4,1626.61,5,4,4,Champions
14216,50,1,310.74,3,1,2,About to Sleep
14217,2,7,1411.91,5,5,4,Champions
14219,45,2,543.89,3,2,3,About to Sleep
14220,203,2,882.5999999999999,1,2,3,Hibernating
14221,85,8,3084.69,2,5,5,Can't Loose Them
14224,26,5,847.78,4,4,3,Loyal Customers
14225,70,4,2037.02,3,4,4,Loyal Customers
14226,77,1,770.34,2,1,3,Hibernating
14227,50,5,3017.75,3,4,5,Loyal Customers
14228,73,3,745.5,2,3,3,At Risk
14229,39,4,1046.84,3,4,4,Loyal Customers
14230,71,3,979.8,3,3,3,Need Attention
14231,86,1,309.91,2,1,2,Hibernating
14233,101,3,1441.55,2,3,4,At Risk
14235,134,4,1573.13,2,4,4,At Risk
14236,8,4,1253.78,5,4,4,Champions
14237,9,2,471.14,5,2,2,Potential Loyalists
14238,298,2,287.38,1,2,2,Hibernating
14239,67,10,1882.32,3,5,4,Loyal Customers
14240,59,1,357.15000000000003,3,1,2,About to Sleep
14241,332,1,120.0,1,1,1,Hibernating
14243,1,8,4842.28,5,5,5,Champions
14244,296,1,366.42,1,1,2,Hibernating
14247,40,4,635.89,3,4,3,Loyal Customers
14248,95,2,730.37,2,2,3,Hibernating
14249,46,12,5625.461,3,5,5,Loyal Customers
14252,17,1,350.99,4,1,2,Promising
14253,129,2,363.4,2,2,2,Hibernating
14254,68,1,601.03,3,1,3,About to Sleep
14255,182,1,1000.63,1,1,4,Hibernating
14256,127,3,1504.93,2,3,4,At Risk
14257,16,4,2854.73,4,4,5,Loyal Customers
14258,31,16,19381.36,4,5,5,Loyal Customers
14260,107,3,824.28,2,3,3,At Risk
14263,59,1,322.93,3,1,2,About to Sleep
14264,15,4,1183.39,5,4,4,Champions
14265,100,2,843.1700000000001,2,2,3,Hibernating
14266,64,1,40.56,3,1,1,About to Sleep
14268,106,1,354.85,2,1,2,Hibernating
14269,75,1,295.73,2,1,2,Hibernating
14271,45,1,106.81,3,1,1,About to Sleep
14272,198,2,482.85,1,2,2,Hibernating
14274,322,1,256.6,1,1,2,Hibernating
14275,31,6,1189.38,4,4,4,Loyal Customers
14276,43,4,982.94,3,4,3,Loyal Customers
14277,47,6,13009.61,3,4,5,Loyal Customers
14278,45,1,205.83,3,1,1,About to Sleep
14279,156,2,191.86,2,2,1,Hibernating
14281,44,1,245.15,3,1,1,About to Sleep
14282,3,11,4120.32,5,5,5,Champions
14283,99,4,628.44,2,4,3,At Risk
14284,289,1,704.4,1,1,3,Hibernating
14285,149,4,1374.41,2,4,4,At Risk
14286,40,4,3851.01,3,4,5,Loyal Customers
14290,49,3,2201.91,3,3,5,Need Attention
14291,16,12,4020.85,4,5,5,Loyal Customers
14292,46,7,4354.32,3,5,5,Loyal Customers
14293,4,6,2221.37,5,4,5,Champions
14294,43,1,375.34,3,1,2,About to Sleep
14295,74,4,2196.71,2,4,5,At Risk
14296,57,2,456.4,3,2,2,About to Sleep
14298,11,38,39667.19,5,5,5,Champions
14299,1,19,10533.87,5,5,5,Champions
14301,52,3,1352.04,3,3,4,Need Attention
14302,66,3,742.9000000000001,3,3,3,Need Attention
14303,43,2,277.94,3,2,2,About to Sleep
14304,15,2,1341.56,5,2,4,Potential Loyalists
14306,14,4,1058.0800000000002,5,4,4,Champions
14307,9,5,2075.31,5,4,4,Champions
14308,185,2,1147.02,1,2,4,Hibernating
14309,49,2,1428.28,3,2,4,About to Sleep
14310,68,1,492.1,3,1,2,About to Sleep
14311,203,1,206.19,1,1,1,Hibernating
14312,14,5,1478.7,5,4,4,Champions
14314,66,1,109.8,3,1,1,About to Sleep
14315,200,2,716.69,1,2,3,Hibernating
14316,58,5,1370.34,3,4,4,Loyal Customers
14318,96,1,158.02,2,1,1,Hibernating
14319,60,1,494.85,3,1,2,About to Sleep
14320,182,3,868.96,1,3,3,At Risk
14321,67,2,687.3100000000001,3,2,3,About to Sleep
14322,65,4,474.1,3,4,2,Loyal Customers
14324,45,2,701.61,3,2,3,About to Sleep
14325,205,1,245.48,1,1,1,Hibernating
14326,99,2,757.13,2,2,3,Hibernating
14327,18,5,1583.28,4,4,4,Loyal Customers
14328,74,1,445.05,2,1,2,Hibernating
14329,11,8,4912.38,5,5,5,Champions
14330,259,1,200.63,1,1,1,Hibernating
14332,17,2,1077.2,4,2,4,Potential Loyalists
14334,61,4,1766.27,3,4,4,Loyal Customers
14338,172,1,339.88,2,1,2,Hibernating
14339,64,1,310.75,3,1,2,About to Sleep
14341,56,10,2285.04,3,5,5,Loyal Customers
14342,68,2,249.88,3,2,1,About to Sleep
14343,57,4,1088.91,3,4,4,Loyal Customers
14344,3,14,2443.77,5,5,5,Champions
14346,61,3,1294.17,3,3,4,Need Attention
14347,372,1,82.60000000000001,1,1,1,Hibernating
14350,16,2,689.1,4,2,3,Potential Loyalists
14353,46,2,285.9,3,2,2,About to Sleep
14355,1,3,840.0500000000001,5,3,3,Potential Loyalists
14358,25,2,400.06,4,2,2,Potential Loyalists
14361,214,1,214.71,1,1,1,Hibernating
14363,38,2,227.47000000000003,3,2,1,About to Sleep
14365,30,2,634.68,4,2,3,Potential Loyalists
14366,161,1,136.0,2,1,1,Hibernating
14369,278,2,469.13,1,2,2,Hibernating
14370,86,6,1175.78,2,4,4,At Risk
14372,79,2,860.08,2,2,3,Hibernating
14374,177,1,108.0,1,1,1,Hibernating
14375,86,2,875.31,2,2,3,Hibernating
14376,319,1,215.46,1,1,1,Hibernating
14378,257,1,131.25,1,1,1,Hibernating
14379,29,2,920.81,4,2,3,Potential Loyalists
14380,318,1,48.96,1,1,1,Hibernating
14381,87,1,428.66,2,1,2,Hibernating
14382,26,1,620.73,4,1,3,Promising
14384,136,1,58.5,2,1,1,Hibernating
14388,8,9,3488.16,5,5,5,Champions
14389,60,3,854.55,3,3,3,Need Attention
14390,8,5,1747.01,5,4,4,Champions
14391,212,1,135.6,1,1,1,Hibernating
14392,68,1,266.4,3,1,2,About to Sleep
14394,200,1,93.8,1,1,1,Hibernating
14395,8,12,4700.3,5,5,5,Champions
14396,7,6,1633.94,5,4,4,Champions
14398,37,2,707.79,3,2,3,About to Sleep
14399,30,8,2113.16,4,5,4,Loyal Customers
14400,44,2,1157.77,3,2,4,About to Sleep
14401,60,9,2744.42,3,5,5,Loyal Customers
14402,288,1,285.6,1,1,2,Hibernating
14403,225,2,404.7,1,2,2,Hibernating
14404,5,8,1424.79,5,5,4,Champions
14405,22,1,195.0,4,1,1,Promising
14408,107,4,1503.24,2,4,4,At Risk
14409,4,5,1696.64,5,4,4,Champions
14410,12,2,1546.07,5,2,4,Potential Loyalists
14412,60,1,656.16,3,1,3,About to Sleep
14413,46,3,647.67,3,3,3,Need Attention
14414,10,1,902.35,5,1,3,New Customers
14415,15,10,6191.32,5,5,5,Champions
14417,23,1,604.2,4,1,3,Promising
14419,18,1,202.85,4,1,1,Promising
14420,32,3,1251.65,4,3,4,Potential Loyalists
14421,148,4,1656.26,2,4,4,At Risk
14422,10,13,6007.88,5,5,5,Champions
14423,73,2,651.4100000000001,2,2,3,Hibernating
14425,70,3,661.39,3,3,3,Need Attention
14426,39,7,7246.27,3,5,5,Loyal Customers
14427,130,2,900.1800000000001,2,2,3,Hibernating
14429,39,1,516.28,3,1,3,About to Sleep
14430,147,3,1220.9,2,3,4,At Risk
14431,15,3,2143.84,5,3,4,Potential Loyalists
14433,101,1,289.6,2,1,2,Hibernating
14435,137,1,90.42,2,1,1,Hibernating
14436,189,1,182.64,1,1,1,Hibernating
14437,1,5,895.84,5,4,3,Champions
14439,79,4,6781.8,2,4,5,At Risk
14440,1,9,4281.05,5,5,5,Champions
14441,10,7,2898.8,5,5,5,Champions
14442,50,5,3777.2,3,4,5,Loyal Customers
14443,4,2,966.27,5,2,3,Potential Loyalists
14444,92,1,132.04,2,1,1,Hibernating
14445,91,1,221.65,2,1,1,Hibernating
14446,22,1,201.73,4,1,1,Promising
14447,36,1,548.5,4,1,3,Promising
14449,8,5,1575.7,5,4,4,Champions
14450,15,4,645.19,5,4,3,Champions
14451,25,10,2646.18,4,5,5,Loyal Customers
14452,31,2,401.15,4,2,2,Potential Loyalists
14454,12,5,977.3,5,4,3,Champions
14455,68,4,628.21,3,4,3,Loyal Customers
14458,16,1,237.42,4,1,1,Promising
14459,287,1,3537.821,1,1,5,Hibernating
14460,32,6,659.16,4,4,3,Loyal Customers
14461,18,10,4610.44,4,5,5,Loyal Customers
14462,68,1,265.99,3,1,2,About to Sleep
14463,135,1,256.95,2,1,2,Hibernating
14464,204,2,111.0,1,2,1,Hibernating
14465,64,8,2887.41,3,5,5,Loyal Customers
14466,8,7,2374.5,5,5,5,Champions
14467,25,8,1622.23,4,5,4,Loyal Customers
14468,369,1,204.24,1,1,1,Hibernating
14469,52,4,2112.21,3,4,4,Loyal Customers
14470,66,1,250.85,3,1,1,About to Sleep
14471,227,2,400.95,1,2,2,Hibernating
14472,325,1,291.38,1,1,2,Hibernating
14474,215,1,730.42,1,1,3,Hibernating
14475,44,1,225.3,3,1,1,About to Sleep
14477,72,3,660.0,2,3,3,At Risk
14478,18,4,1276.66,4,4,4,Loyal Customers
14479,1,3,982.86,5,3,3,Potential Loyalists
14480,38,3,1020.47,3,3,4,Need Attention
14481,43,3,1674.98,3,3,4,Need Attention
14482,15,6,2289.76,5,4,5,Champions
14483,372,1,120.0,1,1,1,Hibernating
14484,37,3,749.0600000000001,3,3,3,Need Attention
14486,147,2,175.5,2,2,1,Hibernating
14487,4,2,257.28000000000003,5,2,2,Potential Loyalists
14489,73,3,1111.55,2,3,4,At Risk
14490,42,2,1273.47,3,2,4,About to Sleep
14491,8,1,127.2,5,1,1,New Customers
14492,66,7,1921.91,3,5,4,Loyal Customers
14493,26,5,2746.91,4,4,5,Loyal Customers
14494,37,2,261.9,3,2,2,About to Sleep
14495,295,1,51.0,1,1,1,Hibernating
14496,9,6,2129.42,5,4,4,Champions
14497,309,1,221.69,1,1,1,Hibernating
14498,37,5,1953.95,3,4,4,Loyal Customers
14499,10,4,1323.65,5,4,4,Champions
14505,40,11,6096.2,3,5,5,Loyal Customers
14506,5,3,1278.5,5,3,4,Potential Loyalists
14507,14,5,1901.25,5,4,4,Champions
14508,12,3,598.52,5,3,3,Potential Loyalists
14509,170,1,110.95,2,1,1,Hibernating
14510,11,3,1007.28,5,3,4,Potential Loyalists
14512,19,5,948.19,4,4,3,Loyal Customers
14513,72,3,332.42,2,3,2,At Risk
14514,72,6,3543.63,2,4,5,At Risk
14515,23,6,1647.17,4,4,4,Loyal Customers
14516,152,1,163.92,2,1,1,Hibernating
14519,319,2,206.09,1,2,1,Hibernating
14521,127,1,199.45,2,1,1,Hibernating
14522,231,4,784.08,1,4,3,At Risk
14524,45,4,1066.03,3,4,4,Loyal Customers
14525,64,8,3908.44,3,5,5,Loyal Customers
14526,25,1,262.4,4,1,2,Promising
14527,1,69,19283.48,5,5,5,Champions
14530,32,10,3271.49,4,5,5,Loyal Customers
14531,115,1,376.34,2,1,2,Hibernating
14532,47,7,2926.33,3,5,5,Loyal Customers
14533,43,4,1516.65,3,4,4,Loyal Customers
14534,33,8,1824.06,4,5,4,Loyal Customers
14535,31,6,3166.54,4,4,5,Loyal Customers
14537,259,1,285.84,1,1,2,Hibernating
14538,166,3,982.59,2,3,3,At Risk
14540,15,8,2799.08,5,5,5,Champions
14541,52,6,1038.03,3,4,4,Loyal Customers
14543,16,23,11276.44,4,5,5,Loyal Customers
14544,106,1,957.98,2,1,3,Hibernating
14545,310,1,349.25,1,1,2,Hibernating
14546,12,6,2619.81,5,4,5,Champions
14548,120,7,1974.69,2,5,4,Can't Loose Them
14549,56,3,627.3100000000001,3,3,3,Need Attention
14550,24,2,587.69,4,2,3,Potential Loyalists
14551,47,5,693.8100000000001,3,4,3,Loyal Customers
14552,16,2,346.21,4,2,2,Potential Loyalists
14553,47,4,982.27,3,4,3,Loyal Customers
14555,17,4,1991.49,4,4,4,Loyal Customers
14556,232,3,835.34,1,3,3,At Risk
14558,290,3,655.5,1,3,3,At Risk
14559,26,1,75.6,4,1,1,Promising
14560,15,22,3876.26,5,5,5,Champions
14562,26,8,1654.63,4,5,4,Loyal Customers
14563,145,2,679.44,2,2,3,Hibernating
14564,70,2,2605.62,3,2,5,About to Sleep
14565,109,1,760.1,2,1,3,Hibernating
14566,53,3,2660.0,3,3,5,Need Attention
14568,71,1,919.7,3,1,3,About to Sleep
14569,88,3,371.59,2,3,2,At Risk
14570,79,1,395.69,2,1,2,Hibernating
14571,61,1,161.65,3,1,1,About to Sleep
14572,53,4,2782.34,3,4,5,Loyal Customers
14573,8,5,968.0,5,4,3,Champions
14574,368,1,143.70000000000002,1,1,1,Hibernating
14575,124,1,460.71,2,1,2,Hibernating
14576,8,1,35.400000000000006,5,1,1,New Customers
14577,30,3,514.54,4,3,3,Potential Loyalists
14579,68,1,105.56,3,1,1,About to Sleep
14580,154,1,14.85,2,1,1,Hibernating
14581,180,1,295.2,1,1,2,Hibernating
14583,19,3,728.48,4,3,3,Potential Loyalists
14584,57,4,705.65,3,4,3,Loyal Customers
14585,18,4,986.22,4,4,3,Loyal Customers
14588,214,1,135.39,1,1,1,Hibernating
14589,7,1,39.75,5,1,1,New Customers
14590,60,20,3006.62,3,5,5,Loyal Customers
14593,33,9,3094.02,4,5,5,Loyal Customers
14594,9,1,255.0,5,1,2,New Customers
14595,89,2,423.85,2,2,2,Hibernating
14596,262,1,229.47,1,1,1,Hibernating
14597,15,4,1318.39,5,4,4,Champions
14598,205,1,162.07,1,1,1,Hibernating
14599,26,2,474.54,4,2,2,Potential Loyalists
14600,29,1,471.84,4,1,2,Promising
14602,292,1,205.36,1,1,1,Hibernating
14604,269,1,143.86,1,1,1,Hibernating
14605,10,4,937.16,5,4,3,Champions
14606,2,102,18704.41,5,5,5,Champions
14607,103,8,7568.13,2,5,5,Can't Loose Them
14608,15,7,1567.79,5,5,4,Champions
14609,26,6,884.64,4,4,3,Loyal Customers
14610,31,2,24.35,4,2,1,Potential Loyalists
14611,79,2,604.33,2,2,3,Hibernating
14612,51,1,877.7,3,1,3,About to Sleep
14613,316,1,76.32000000000001,1,1,1,Hibernating
14614,22,1,295.13,4,1,2,Promising
14615,30,5,951.76,4,4,3,Loyal Customers
14616,21,2,121.7,4,2,1,Potential Loyalists
14617,38,2,190.47,3,2,1,About to Sleep
14618,12,4,788.88,5,4,3,Champions
14619,177,1,896.8,1,1,3,Hibernating
14621,147,4,1212.21,2,4,4,At Risk
14623,16,5,1170.33,4,4,4,Loyal Customers
14624,51,4,588.22,3,4,3,Loyal Customers
14625,10,9,3598.25,5,5,5,Champions
14626,31,7,2619.65,4,5,5,Loyal Customers
14627,15,1,462.75,5,1,2,New Customers
14628,78,3,1326.04,2,3,4,At Risk
14630,120,1,338.65,2,1,2,Hibernating
14631,22,3,1018.71,4,3,4,Potential Loyalists
14634,73,4,2124.46,2,4,4,At Risk
14635,89,1,215.22,2,1,1,Hibernating
14637,313,1,106.68,1,1,1,Hibernating
14639,44,3,1994.47,3,3,4,Need Attention
14640,45,4,1541.98,3,4,4,Loyal Customers
14643,253,3,986.08,1,3,3,At Risk
14644,50,5,1416.96,3,4,4,Loyal Customers
14645,270,1,279.8,1,1,2,Hibernating
14646,10,78,248396.5,5,5,5,Champions
14647,159,1,276.75,2,1,2,Hibernating
14648,52,15,4546.86,3,5,5,Loyal Customers
14649,18,5,2358.02,4,4,5,Loyal Customers
14650,224,1,62.5,1,1,1,Hibernating
14651,30,7,1379.52,4,5,4,Loyal Customers
14653,149,5,1666.99,2,4,4,At Risk
14654,374,1,246.86,1,1,1,Hibernating
14655,24,3,1946.28,4,3,4,Potential Loyalists
14656,51,3,523.6,3,3,3,Need Attention
14657,65,2,612.65,3,2,3,About to Sleep
14662,63,3,645.16,3,3,3,Need Attention
14663,66,2,490.6,3,2,2,About to Sleep
14665,63,2,913.95,3,2,3,About to Sleep
14667,1,31,12685.94,5,5,5,Champions
14668,81,1,111.63,2,1,1,Hibernating
14669,269,4,1973.94,1,4,4,At Risk
14670,368,1,190.47,1,1,1,Hibernating
14671,185,2,1127.45,1,2,4,Hibernating
14672,151,2,347.59,2,2,2,Hibernating
14673,3,3,1674.41,5,3,4,Potential Loyalists
14674,145,1,173.66,2,1,1,Hibernating
14675,24,1,462.15,4,1,2,Promising
14676,30,6,5808.55,4,4,5,Loyal Customers
14677,228,1,184.91,1,1,1,Hibernating
14678,215,1,403.39,1,1,2,Hibernating
14679,17,3,1289.44,4,3,4,Potential Loyalists
14680,7,43,28658.66,5,5,5,Champions
14681,23,3,376.2000000000001,4,3,2,Potential Loyalists
14682,64,4,1462.81,3,4,4,Loyal Customers
14683,224,1,146.56,1,1,1,Hibernating
14684,26,1,232.27,4,1,1,Promising
14685,212,8,4619.79,1,5,5,Can't Loose Them
14686,50,5,885.83,3,4,3,Loyal Customers
14687,36,2,773.6800000000001,4,2,3,Potential Loyalists
14688,9,8,2082.7,5,5,4,Champions
14690,28,2,422.63,4,2,2,Potential Loyalists
14692,16,8,1153.54,4,5,4,Loyal Customers
14693,61,6,992.46,3,4,4,Loyal Customers
14694,253,1,244.31,1,1,1,Hibernating
14695,155,3,1620.07,2,3,4,At Risk
14696,9,2,688.95,5,3,3,Potential Loyalists
14699,71,3,593.47,3,3,3,Need Attention
14700,51,2,880.96,3,3,3,Need Attention
14701,78,6,2012.72,2,4,4,At Risk
14702,1,13,3462.08,5,5,5,Champions
14704,60,2,266.66,3,3,2,Need Attention
14706,254,1,390.69,1,1,2,Hibernating
14707,71,2,139.2,3,3,1,Need Attention
14708,4,3,1085.91,5,3,4,Potential Loyalists
14709,15,12,3965.29,5,5,5,Champions
14710,15,9,1316.46,5,5,4,Champions
14712,54,1,411.0,3,1,2,About to Sleep
14713,1,11,2752.51,5,5,5,Champions
14714,43,3,746.05,3,3,3,Need Attention
14715,78,4,973.07,2,4,3,At Risk
14716,80,1,235.77,2,1,1,Hibernating
14717,369,1,81.3,1,1,1,Hibernating
14718,46,1,226.42,3,1,1,About to Sleep
14721,15,1,115.77,5,1,1,New Customers
14722,113,2,325.45,2,3,2,At Risk
14723,7,7,934.76,5,5,3,Champions
14724,226,1,345.25,1,1,2,Hibernating
14725,30,3,597.16,4,3,3,Potential Loyalists
14726,290,1,124.75,1,1,1,Hibernating
14727,182,2,199.35,1,3,1,At Risk
14728,49,1,190.58,3,1,1,About to Sleep
14729,9,3,593.89,5,3,3,Potential Loyalists
14732,28,11,2814.58,4,5,5,Loyal Customers
14733,3,4,6599.06,5,4,5,Champions
14734,61,4,1056.42,3,4,4,Loyal Customers
14735,24,24,6174.47,4,5,5,Loyal Customers
14736,121,2,401.08,2,3,2,At Risk
14737,36,1,2389.62,4,1,5,Promising
14738,196,2,507.45,1,3,3,At Risk
14739,3,19,8385.22,5,5,5,Champions
14740,45,8,2712.85,3,5,5,Loyal Customers
14741,8,2,497.25,5,3,2,Potential Loyalists
14742,71,1,579.85,3,1,3,About to Sleep
14743,228,1,50.48,1,1,1,Hibernating
14744,2,8,2785.1,5,5,5,Champions
14745,137,7,1351.55,2,5,4,Can't Loose Them
14746,42,4,593.5,3,4,3,Loyal Customers
14748,4,7,1736.57,5,5,4,Champions
14749,115,1,310.15,2,1,2,Hibernating
14750,372,1,112.03,1,1,1,Hibernating
14751,320,2,126.45,1,3,1,At Risk
14753,96,1,306.36,2,1,2,Hibernating
14754,61,4,912.43,3,4,3,Loyal Customers
14755,17,14,4962.27,4,5,5,Loyal Customers
14756,18,2,1914.8,4,3,4,Potential Loyalists
14758,32,3,1380.91,4,3,4,Potential Loyalists
14761,80,1,192.02,2,1,1,Hibernating
14762,262,1,117.05,1,1,1,Hibernating
14766,2,6,4082.76,5,4,5,Champions
14767,110,1,382.81,2,1,2,Hibernating
14769,26,9,5097.13,4,5,5,Loyal Customers
14770,103,6,2761.2200000000003,2,4,5,At Risk
14771,257,2,594.62,1,3,3,At Risk
14773,228,1,140.55,1,1,1,Hibernating
14774,164,1,241.45,2,1,1,Hibernating
14775,8,1,406.56,5,1,2,New Customers
14776,23,4,1170.0,4,4,4,Loyal Customers
14777,39,1,307.56,3,1,2,About to Sleep
14783,295,1,307.3,1,1,2,Hibernating
14784,25,1,159.94,4,1,1,Promising
14786,186,1,90.96,1,1,1,Hibernating
14787,107,1,110.65,2,1,1,Hibernating
14788,232,1,476.88,1,1,2,Hibernating
14790,10,6,1781.56,5,4,4,Champions
14791,242,1,303.63,1,1,2,Hibernating
